Altitude,Catchment area,Catchment height,Absorbance Coefficient,Ammonia,Cloud Cover,Dissolved Oxygen Saturation,Dissolved Reactive Phosphate,E Coli,Electrical Conductivity,Nitrate + Nitrite,Total Nitrogen,Total Phosphate,Turbidity,Water Temp,pH
10,1127,202,12.2,46,4,82.4,30.2,2419.17,83.8,1042,1471,115,12,12.5,6.89
9,20582,790,1.9,4,0,99.5,2.4,65,73.4,87,134,7,1,7.1,7.79
76,3076,854,1.4,1,4,103.3,2.1,15.8,72.8,127,154,20,12,7.7,7.73
183,1404,888,2.6,2,8,99.9,1.1,7.4,66.5,49,90,4,0.4,5.8,7.69
320,2423,690,9.8,5,0,99,6.5,21.6,101.7,76,318,23,3.2,1.2,7.5
655,521,1422,0.6,1,3,99.9,2.6,1,48.8,11,27,3,0.45,2.4,7.65
220,151,672,9.2,3,0,97.9,2.5,7.4,43.5,2,145,8,0.57,0.3,7.1
80,304,413,5.8,7,7,97.3,9.1,128.1,47.8,501,713,59,17,8.7,7
10,2822,201,11.2,54,5,84.5,23.6,980.4,102.5,1244,1641,87,22,11.6,6.97
20,4716,605,13.3,4,0,101.3,6.2,44.3,92.2,201,502,27,3.4,2.9,7.46
15,8431,486,5,20,6,99.8,25.7,816.4,152,462,665,53,4.3,11.7,7.44
3,3494,847,1.4,1,7,106.7,1.9,2,67.2,177,227,6,0.9,7.4,7.9
53,1027,1009,0.3,0,0,98.6,0,0,96.9,35,45,1,0.78,4,7.82
349,3305,655,0.8,0,2,99.2,1,0,117.4,1,53,4,0.36,11.2,7.52
205,509,528,2.8,1,5,100.1,24.4,27.8,66,246,375,52,9.4,8.6,7.55
185,1144,599,2.2,3,6,101.1,19.5,9.7,78.5,855,928,31,3,9.9,7.59
10,605,339,12.1,3,0,97.5,7.7,48,89,291,382,13,2,6.6,7.18
15,270,107,11.2,25,1,91.4,17.7,101.9,186,459,748,62,10,9.8,7.42
91,16548,902,2.6,0,0,97.8,2,24,73,81,167,8,1.3,6.4,7.7
30,122,237,6.1,1,1,97.6,7.3,38.8,116.6,46,98,10,1.6,9.1,7.63
200,87,576,9.7,1,0,99.9,4.6,5.2,57.6,40,82,8,0.52,5.2,7.48
10,82,228,22.9,15,1,92.2,15.2,228.2,214,306,759,49,9.9,9.2,7.44
320,414,455,1,0,3,101.1,4.9,0,512,1,61,11,0.5,11.3,7.99
10,307,151,8.7,11,4,101.4,6.3,816.4,108.8,538,694,26,5.4,10.9,7.51
305,4453,973,0.4,1,1,113.5,0.6,0,64.1,38,95,3,0.26,9.1,8.72
17,2368,322,11.9,41,2,96.4,20.7,816.4,185,970,1458,152,74,8.2,7.74
6,914,374,4.9,57,5,88.5,56.1,51.2,318,442,677,92,3.4,13.2,7.35
85,640,351,8.9,22,1,98.5,14.9,307.6,169,1381,1666,69,30,9.4,7.56
305,4302,1043,0.6,22,1,101.5,2,4.1,70.6,27,75,9,1.5,7.4,7.91
3,2818,482,3.7,14,4,99.2,23.9,45.7,77.5,505,626,51,14,10.6,7.1
268,78,829,5,1,1,99.5,3.8,2,53,73,105,6,0.45,6.4,7.52
21,809,231,9.9,17,7,95.7,7.1,120.1,130,209,348,29,8.3,11,7.31
320,1079,1200,0.7,1,3,102.4,0.1,1,116,11,70,4,3.8,2.9,7.86
91,546,159,14.2,58,7,89.4,25.3,44.1,115.4,532,826,66,10,11.4,6.84
238,458,1020,4.5,1,0,102.8,1.4,14.5,54,676,833,7,1.4,3,7.69
180,406,627,4.1,2,0,99.5,2.2,20.1,125,3507,3682,9,2.7,3.8,7.66
4,2373,542,3.3,2,0,100.8,2.1,17.5,114.5,1938,2110,6,0.55,5.3,7.67
5,11909,956,0.7,2,3,99.8,0.9,43.5,63.8,129,195,10,3.9,5.1,7.66
250,9741,1047,0.7,1,6,101,0.2,0,57.7,4,50,2,1.8,5.6,7.83
198,896,695,3.3,7,6,106,1,2,89.2,143,340,3,2.6,6.5,8.33
15,1114,257,11.7,19,6,99.6,9,1723,80.6,310,728,237,136,9.3,7.49
320,19,725,3.2,19,2,97.5,9.4,365.4,65.4,144,216,15,1.1,4.8,7.41
425,293,622,3.9,9,4,99.8,9.8,37.7,79.6,328,411,23,2.3,9,7.67
30,216,297,5,58,6,101.6,29.7,488.4,205,2866,3165,64,2.4,9.8,7.77
457,30.5,722,3.8,3,2,100,7,28.8,153,363,498,14,1.3,7.8,8.29
18,6567,423,14.1,16,4,98.2,29.7,1935,86.2,309,806,208,97,8.7,7.49
55,1571,385,3.8,8,4,98.2,6.4,51.2,496,388,552,72,73,11.1,8.05
363,786,1005,1,0,0,101.8,15.5,15.8,89.5,73,115,18,0.52,5.6,7.45
518,2689,864,6.4,8,6,100.8,9,345,138,272,475,43,13,4.4,7.92
70,3451,746,7.3,10,0,98.4,11.1,591,161,299,684,118,41,5.9,7.88
131,2139,553,6.8,10,0,103,8.8,166.4,81.5,466,645,32,6.1,7.3,7.47
152,716,371,6.1,15,2,99.3,13.3,86,248,1144,1351,39,8.8,6.8,7.94
37,3916,333,9.4,22,4,98.8,13.3,359,162,897,1225,71,30,8,7.55
10,4846,333,9.8,74,1,98,20.5,723,158,863,1325,111,37,8.4,7.54
11,1376,607,1.3,2,8,101.7,15.3,3.1,94.3,66,91,18,2.6,12,7.8
376,166,1049,0.8,0,7,101.8,2,0,104.6,15,22,2,0.2,6.8,8.04
15,6309,736,3.9,0,5,101.2,0.9,11,71,73,109,4,0.42,9.4,7.68
488,384,1108,1.5,1,1,98.6,2.4,0,70.1,4,94,3,0.34,7.8,8.12
76,1750,613,2.5,1,4,111,0.4,6.3,126,208,266,3,0.33,9.1,8.24
349,3305,655,0.7,0,2,101.2,1.6,0,118.8,1,52,4,0.24,12,7.61
213,258,701,2.9,0,8,100.3,0.7,0,38.2,20,103,7,0.19,10.7,7.24
171,642,774,4.6,3,4,102.3,1.5,2,56.2,70,133,4,0.31,10.4,7.54
2,2001,663,2,2,0,119.8,5.9,21.6,165,186,242,14,5,13.6,8.67
205,509,528,3,0,6,102.6,21.2,15.8,78.8,174,269,28,0.92,10.6,7.75
20,3827,485,6.3,2,5,96.3,2,9.6,56.8,151,205,6,0.54,10.6,7.47
185,1144,599,2.3,3,4,102.4,22.9,23.1,87.2,968,1065,33,1.3,11.5,7.58
14,8098,665,5.1,2,8,101.6,1.7,34.5,81,228,326,7,1.1,9.7,7.98
5,2150,449,3.4,4,8,97.5,6.5,35,101.4,1075,1191,12,1.3,5.6,7.5
183,1404,888,1.9,1,8,100.3,0.3,13.5,61.6,13,69,5,0.29,8.5,7.65
15,5139,470,14.3,35,8,97.2,16.2,2419.2,84.9,759,1399,184,39,3.5,7.19
10,605,339,5.2,1,2,101.8,5.9,25.6,98.6,314,401,9,0.92,9.4,7.35
329,121,863,1.7,1,8,100.6,3.6,2,90.4,45,75,7,1.7,7.6,7.74
655,521,1422,0.6,1,1,102.1,3.2,1,46.3,12,27,6,0.27,5.3,7.6
91,16548,902,1.7,0,5,101.2,1.1,3.1,73.5,42,79,6,1.8,9.1,7.72
30,122,237,20.5,3,6,98.7,6.5,115.3,106.4,24,179,18,6.4,12.6,7.56
200,87,576,3.2,2,7,99.9,4.8,1,65.2,49,124,5,0.31,7,7.55
10,12429,383,6,5,6,100.8,17.5,203.5,147,393,594,61,4.3,12.9,7.52
10,307,151,18.2,30,3,101.7,16.5,2419.2,105.6,357,867,83,20,14.6,7.5
220,1139,694,2.2,2,8,100,2.5,13.4,55,520,617,3,0.45,4.5,7.13
259,787,787,1.7,5,4,104.5,80.2,60.5,54.2,266,316,87,0.82,7,7.38
320,414,455,0.7,0,2,110.5,4.4,0,500,2,90,10,0.3,12.3,7.98
10,305,248,5.6,79,2,106.7,1.8,137.6,163,704,943,14,1.6,13.4,7.72
17,2368,322,3.4,2,4,101.3,8.7,21.3,181,1107,1221,22,1.9,11.2,7.72
305,4453,973,0.3,0,2,116.9,0.3,0,72.7,35,50,1,0.24,10.3,8.98
26,2438,342,4.1,1,6,135.6,2,38.8,218,1279,1481,13,0.93,13.2,8.98
21,809,231,18.3,28,3,92.9,13.8,1119.85,119.9,289,582,58,22,14,7.09
85,640,351,3.2,7,7,108.2,5,14.8,181,1457,1567,12,0.75,12.1,7.79
3,3494,847,1,2,8,101.7,2.1,3.1,65.2,159,209,3,0.75,11,7.57
9,20582,790,3.1,1,6,100.1,1.9,20.3,71.2,69,141,9,2,8.5,7.84
91,546,159,34.3,156,6,69,51.6,2419.2,104,596,1483,166,30,14.5,6.33
10,1127,202,4.5,29,1,95.1,59.7,248.1,117,1253,1431,113,4.9,13.7,7.23
305,4302,1043,0.5,6,1,101,1.8,0,67.8,31,78,7,0.82,9.5,7.92
6,914,374,5.9,45,6,88.4,62.7,74.4,324,417,753,109,2.7,14.5,7.27
268,78,829,1.9,1,8,99.7,3.3,2,55.9,49,94,4,0.32,8.2,7.53
320,1079,1200,0.9,1,1,103.3,0.6,0,107,17,31,20,2.2,7.6,7.97
3,2818,482,2.6,5,6,100.1,25.7,131.3,91.6,639,714,37,1.9,12.8,7
238,458,1020,3.9,3,6,98.1,1.5,7.4,59.6,780,922,5,0.61,5.4,7.65
180,406,627,2.8,2,7,100.3,2.6,28.2,116.3,2785,2945,6,0.46,5.7,7.94
320,2423,690,12.6,5,5,98.6,11.2,12.1,66.2,46,284,41,3.1,2.3,7.49
4,2373,542,2.4,4,4,90.7,1.5,6.3,104.6,1464,1602,5,0.28,7.9,7.69
320,1040,820,1.7,2,0,103.1,3.9,9.7,90.1,316,370,8,0.68,7.7,8.03
80,304,413,5.2,6,0,100.5,11.3,307.6,56.3,373,478,23,2.3,10.2,7.24
220,151,672,21.3,5,7,98.5,4,48.7,35.1,13,283,16,0.99,1.4,7.11
5,11909,956,0.9,3,3,95.8,3.5,42.6,65,116,201,9,0.89,8.1,7.71
15,2371,732,2.5,0,0,133.5,6.5,7.2,126.3,156,215,14,3.1,13.7,8.82
10,2822,201,8.5,17,4,93.5,16.6,365.4,122.3,959,1161,69,6.3,13.8,7.3
250,9741,1047,0.7,0,2,98.5,1.2,0,58.8,2,41,4,0.81,7.9,7.8
20,4716,605,12.7,3,7,105.2,5.4,37.9,55.5,21,309,23,2.2,2.4,7.47
198,896,695,2.4,5,2,95.7,3.5,1,89.2,24,182,4,0.4,10.6,8.03
15,8431,486,2.6,4,4,107.1,8.3,33.1,148,267,404,25,1.2,13.8,7.79
15,1114,257,7.4,63,7,103,12.9,920.8,106.9,258,389,17,4,11.7,7.91
320,19,725,2.2,1,1,99.8,7.6,727,72,64,101,12,1.2,7.2,7.6
30,216,297,5.4,25,7,105.8,29.7,37.3,214,2523,2759,51,1.9,12.3,8.15
18,6567,423,6.9,6,7,105.6,5.4,21.1,115.8,178,285,13,2.2,12.4,8
363,786,1005,1,0,6,103.3,13.5,9.8,103,20,44,17,0.42,8.1,7.64
53,1027,1009,2.6,2,8,99.2,1.8,4.1,66.6,31,61,6,1.2,6.3,7.57
518,2689,864,2.6,1,8,105,1.2,81.6,135,58,198,7,0.92,8.6,8.22
15,270,107,10.8,21,1,91.2,21.3,129.6,181,420,628,52,8.2,13.1,7.39
425,293,622,4.2,4,2,102.8,12.6,39.9,76.1,171,238,22,1.1,11.5,7.75
70,3451,746,2.5,1,5,108,0.8,45,184,24,131,9,1.2,11,8.31
131,2139,553,5,4,6,115.2,9.3,68.9,103.4,278,367,19,1.4,10.7,8.2
10,82,228,18.5,11,2,91.3,15.3,517.2,204,225,570,43,7.6,12.7,7.29
152,716,371,4,3,1,104.5,1.7,44.3,310,517,688,16,1.1,11.3,8.29
457,30.5,722,4.4,6,3,105.9,10.1,83.3,140,290,491,48,27,11.5,8.52
37,3916,333,3.4,3,8,109.4,2.3,8.4,227,737,870,11,0.97,13.3,8.12
55,1571,385,3.6,2,2,99.5,4.2,79.4,479,162,312,70,58,15.8,8.1
10,4846,333,3.9,64,7,129.7,23.8,5.2,231,763,1001,48,1.6,13.2,8.56
244,2387,1034,0.9,1,5,100.4,3.5,29.5,53.2,47,102,71,50,8.2,7.65
442,1060,976,1.9,1,8,102.4,8,0,59.9,14,61,26,5.8,8.4,7.82
60,2525,648,1.8,2,8,100.2,3.4,152.9,69.2,138,196,23,8.4,10.6,7.86
76,3076,854,1.2,3,0,100.3,6.9,116.2,56.1,103,135,163,91,12.7,7.65
11,1376,607,1.5,9,8,99,9.6,49.5,99.7,3,24,14,1.2,13.6,7.78
376,166,1049,1.1,1,2,99.8,1.7,3.1,106.9,12,46,1,0.64,6.3,8.17
329,121,863,0.9,1,7,99.4,1.3,12.2,99.5,11,97,9,2.3,8.8,7.88
15,6309,736,12.1,3,8,97.1,1.1,290.9,64.3,35,166,13,4,9.9,7.62
76,1750,613,4.7,3,4,104.9,0.1,47.9,114.8,119,251,4,1.4,9.9,8.16
349,3305,655,0.6,1,2,103.7,1.4,1,119.4,0,86,4,0.62,12.1,8.06
213,258,701,3.1,3,8,102.4,0.4,0,37.7,16,86,3,0.25,9.2,7.31
171,642,774,28.5,6,8,98.2,2.5,387.3,35.7,25,194,13,2.6,8.7,7.11
20,3827,485,18,9,8,98,4.4,920.8,44.7,87,238,18,5.3,9.4,7.24
26,2438,342,4.2,20,4,113.1,8.8,17.3,226,1309,1540,42,2.6,14.5,8.42
14,8098,665,9.6,5,6,91.5,2.4,579.4,58.1,123,397,38,7.3,8.7,7.18
205,509,528,3,2,2,108.4,14.9,42.8,83.8,74,141,27,2,11.5,8.45
185,1144,599,1.5,6,2,103.2,19.1,9.7,87.8,892,1012,33,2.3,12.8,7.78
5,2150,449,6.6,10,6,99.2,5.5,727,70.9,568,725,28,9.1,8.8,7.48
183,1404,888,4.2,1,7,100.7,0.8,48,66,6,55,3,0.73,7.6,7.81
15,5139,470,9.6,43,7,101.3,15.4,1732.87,78.1,568,860,57,13,7.8,7.43
655,521,1422,1,1,0,100.2,2.2,1,44,5,65,4,1.1,5,7.63
220,1139,694,4.4,5,1,98.8,2.7,32.7,48.4,309,419,9,1.4,8.7,7.29
259,787,787,2.5,6,1,100.6,6.9,62,44.4,174,229,17,1.8,9,7.28
320,414,455,0.7,1,3,112.3,5.5,1,509,1,80,9,0.54,14.2,8.42
9,20582,790,2.1,5,3,101.3,1.6,125.9,69.9,49,181,12,2.6,11,8.02
3,3494,847,0.7,4,1,106.5,2.8,2,62.4,100,172,5,0.49,14.2,7.82
6,914,374,6.6,57,3,89,61.3,61.3,345,409,661,101,2.4,15.4,7.41
3,2818,482,2.7,5,3,107.9,20.1,6.3,94.8,553,681,36,1.1,14.8,7.18
320,2423,690,10.7,12,2,98.2,22.2,156.5,116.1,12,421,65,3.5,9.2,7.55
220,151,672,14.6,6,7,100.4,6.5,260.2,39.1,3,358,24,1.2,9.2,7.16
488,384,1108,0.9,3,4,98.8,1.3,1,82.6,3,136,2,0.26,8.5,7.88
20,4716,605,11.4,10,8,99.8,7,74.3,91.7,20,450,32,2.3,10,7.65
2,2001,663,1.3,18,0,98,6.1,25.9,182,204,340,16,1.5,16.7,8.05
320,1040,820,1.8,6,7,108.6,3.9,6.3,98.8,252,321,9,1.1,13,8.57
15,2371,732,2.1,6,8,125.5,1.7,2,128,6,125,10,1.8,15.6,9.09
53,1027,1009,1,2,0,94.5,0.4,3.1,71.5,39,142,11,3,3.2,7.58
15,1114,257,10.6,12,6,100.3,5.2,1119.85,108.3,196,444,73,33,14.2,7.75
30,122,237,3.7,3,7,99.7,4.8,49.6,123.9,19,107,10,1.6,13.3,7.66
10,307,151,7.6,10,4,97.9,4.5,210.5,121.5,245,425,26,2.5,15.3,7.59
320,19,725,3.3,29,3,99.8,10.3,2419.17,70.6,43,131,21,1.3,8.9,7.55
30,216,297,7,57,1,101,48.5,135.4,217,2471,2735,99,3.3,14.3,7.94
21,809,231,8.1,27,2,96.6,9.1,238.2,160,67,300,31,6.9,16.4,7.51
91,546,159,13.9,14,3,105.4,18.7,49.6,130,269,517,57,7.6,17.3,7.4
18,6567,423,7.6,7,2,97.8,3.8,325.5,118.6,76,329,64,18,14.4,7.72
244,2387,1034,2.9,3,2,99.9,3.3,29.9,57.8,58,85,51,35,8.2,7.64
363,786,1005,0.9,3,2,102.2,10.6,4.1,106.1,16,32,21,0.5,7.7,7.63
10,605,339,9,4,0,102.8,2.5,43.5,85.1,106,187,7,0.9,9.8,7.34
518,2689,864,4.4,3,0,100.8,0.9,142.1,137,87,204,15,2.9,8.4,8.04
15,270,107,13.3,18,8,91.3,16.5,125.9,189,278,511,58,8.9,14.6,7.48
10,12429,383,4.3,4,8,97.6,12.1,83.6,162,263,476,51,3.7,15.3,7.62
91,16548,902,1.2,1,2,102.8,0.2,9.6,66.2,26,150,8,2.4,11.1,7.78
442,1060,976,2.2,2,2,100.1,1.5,5.2,62.1,16,57,19,9.8,8.4,7.72
70,3451,746,5.7,4,6,103.6,0.9,325.5,166,67,262,20,7,11.4,8.04
200,87,576,6.7,3,3,100.4,3.3,1,58.8,26,77,5,0.41,7.3,7.43
425,293,622,5.1,4,1,103.4,2.4,41.6,84.6,2,133,13,1,12.1,7.83
10,82,228,27.4,21,6,85.9,17,2419.17,203,206,772,73,15,13.6,7.29
131,2139,553,6.7,10,6,107.6,7.2,201.4,96.1,154,312,24,2,10.9,7.83
10,305,248,5.6,114,8,105,1.7,27.2,165,650,940,13,1.2,14.5,7.7
152,716,371,5.3,17,1,104.7,2.3,78,264,428,667,23,2.7,12.3,8.18
60,2525,648,2.7,4,1,100.5,2.1,151.5,72.3,144,198,29,25,10.5,7.67
305,4453,973,0.5,3,7,107.8,0.6,2,70.3,39,77,3,0.39,11,8.29
10,1127,202,3.8,16,7,93.1,44.4,161.6,116.9,1320,1414,83,4,14.3,7.36
17,2368,322,4.4,20,1,99.5,11.2,49.5,124.6,518,665,26,3,12,7.56
457,30.5,722,4.5,10,6,103.7,2.6,90.6,158,175,355,14,1,10.6,8.34
76,3076,854,3,3,3,101.4,2.8,33.6,60.1,141,204,66,60,13.5,7.6
37,3916,333,6.3,7,4,101.4,3.3,41.9,161,543,715,22,3.7,14.1,7.68
85,640,351,4.4,11,2,99.4,4.9,23.3,134,751,858,19,2.5,14.6,7.53
305,4302,1043,0.5,6,6,104,0.6,1,63.7,28,106,22,2.7,10.4,7.77
10,4846,333,6,99,1,99.8,13,35.9,160,534,852,55,4.4,14.8,7.61
268,78,829,2.8,3,3,99.6,2.7,4.1,50.8,45,72,4,0.68,9.2,7.45
320,1079,1200,1.1,2,5,105.3,1.1,2,88.6,20,63,69,11,8,7.87
55,1571,385,3.8,5,1,107.5,0.5,32.7,515,64,264,22,9.2,18,8.16
238,458,1020,3.3,8,4,101.5,1.1,27.8,46.8,569,697,7,0.82,9.7,7.5
180,406,627,2.4,10,4,102.5,2.1,107.6,99.1,1943,2150,10,0.48,9.7,7.77
4,2373,542,2.1,7,4,100.9,2.3,9.7,84,916,1013,7,0.38,11.8,7.68
80,304,413,4.8,12,8,97.6,9.7,410.6,59.4,208,330,17,0.94,10.3,7.2
5,11909,956,1.3,3,1,97.2,1.4,129.6,67.3,134,303,9,0.66,11.2,7.05
10,2822,201,8.9,17,6,92.7,18.2,325.5,125.2,689,927,65,5.4,14,7.35
250,9741,1047,0.7,3,5,101.4,0.9,0,56.8,2,40,4,0.69,11.2,7.73
198,896,695,1.8,9,5,101.3,3.5,5.2,93.5,37,211,12,0.35,13.7,7.69
15,8431,486,2.6,9,6,105,7.2,18.7,166,171,332,30,1.4,15.4,7.7
11,1376,607,1.7,2,6,101.4,6.2,5.2,91.5,34,79,14,1.4,15.7,7.78
26,2438,342,2.7,5,7,127.4,3.6,38.8,203,861,1016,19,0.93,19.5,8.93
2,2001,663,1.3,6,5,105.9,2.2,18.7,169,217,304,16,1.7,19,8.17
320,1040,820,6.9,9,8,96.8,8.6,770.1,65.7,178,368,60,3.1,11.1,7.75
15,2371,732,4.9,8,8,100.6,8,261.3,100,211,473,85,25,15.4,8.1
329,121,863,2.9,4,0,97.5,4.7,7.4,84.8,34,91,26,5.4,11.7,7.73
488,384,1108,1.2,9,0,97.8,3.4,1,52.7,2,110,4,1.4,12,7.7
376,166,1049,1.3,3,8,100,2.4,0,100.8,19,37,6,0.35,9.5,7.9
15,6309,736,14.9,7,8,101.5,3.4,770.1,45.9,48,233,35,5.4,11.7,7.33
349,3305,655,0.5,1,6,106.1,1.3,0,120.5,1,48,5,0.2,15.4,8.04
76,1750,613,4.8,2,6,104.9,1.5,23.1,108.1,102,170,8,0.9,12.4,8.02
213,258,701,2.8,3,7,101.7,0.4,3.1,37.7,9,90,2,0.31,11.3,7.35
171,642,774,23,8,8,102.2,3,1203.31,29.6,24,221,65,20,10.8,7.09
20,3827,485,19.5,22,8,100,6.2,1986.28,31.9,63,442,207,52,11.8,6.94
205,509,528,3.2,4,3,102.5,21.5,45.7,74.3,114,188,32,2.2,15.4,7.79
185,1144,599,1.8,7,3,104.3,23.4,13.5,88.2,884,945,31,1,16.1,7.72
14,8098,665,4.7,4,2,113.3,0.1,137.4,71.5,123,259,10,1.2,12.5,8.47
5,2150,449,3.2,8,2,108.1,3.8,547.5,74.3,450,578,11,1.2,13.5,7.7
10,605,339,24,9,8,101.5,6,2419.2,57,53,521,277,126,11.8,7.04
183,1404,888,9.4,5,8,100.4,3,290.9,51.4,23,193,57,19,10.9,7.55
244,2387,1034,2.1,7,7,103,4.1,88.9,42.9,41,520,1120,530,8.6,7.59
15,5139,470,12.6,61,1,96.4,22.1,2419.2,85.5,676,1252,238,39,11.4,7.27
200,87,576,21.1,5,8,103.7,3.6,4.1,38.5,11,156,10,3.9,10.3,7.01
91,16548,902,0.9,3,2,105.4,0.2,18.9,70,26,79,6,1.4,11.8,7.87
655,521,1422,2.7,3,5,99,4.8,64.5,30.2,22,201,174,104,8.5,7.37
10,12429,383,5.9,6,5,96.7,18.8,307.6,144,349,571,67,6.3,17.5,7.52
30,122,237,7.3,3,8,96,3.5,78,121.3,10,112,11,1.5,17.8,7.62
442,1060,976,3.1,6,6,103.7,1.9,57.3,57.4,23,175,352,144,9.5,7.74
220,1139,694,11.2,8,1,100,4.2,344.8,38.9,124,352,68,37,10.1,7.13
17,2368,322,10.9,15,6,99.6,10.2,1553.07,60.9,168,500,253,116,13.1,7.34
10,307,151,8.2,14,7,95,3.7,127.4,126.8,115,308,18,1.4,20,7.55
320,414,455,0.6,2,2,117.1,4.5,0,516,1,94,10,0.4,17.5,8.29
10,305,248,4.9,10,4,107.8,3.4,41.9,133,183,328,11,0.94,19.6,8.02
259,787,787,6.4,11,0,100.6,10.1,1046.24,34,74,285,79,43,9,7.11
305,4453,973,0.4,4,0,110.5,0.2,12.1,70.9,35,125,4,0.44,12,8.32
60,2525,648,3.3,6,6,98,4,613.1,64.9,70,358,587,348,11.3,7.58
85,640,351,15.2,9,6,98.9,6.6,2419.2,58.5,152,439,150,118,13.5,7.47
10,1127,202,4.2,6,3,93.3,68.5,191.8,113.4,1063,1179,102,3.8,18.6,7.38
268,78,829,10.1,5,5,100.8,2.9,31.3,31,17,97,19,11,11.4,7.17
6,914,374,8.6,63,2,83.2,75,80.9,370,392,672,111,3,18.8,7.34
21,809,231,8,9,4,99.2,5,79.4,139,27,182,23,3.5,21.5,7.6
76,3076,854,4.5,10,6,100.9,3.8,344.1,44.7,54,429,1008,830,12.2,7.44
9,20582,790,3.7,6,1,105,1.7,920.8,69.2,67,204,25,3.7,12.9,7.75
3,3494,847,5,2,2,100.3,7,613.1,36.6,44,487,591,378,14.5,7.34
305,4302,1043,1.1,3,1,103.5,0.5,12.2,61.7,26,107,151,9,11,7.82
3,2818,482,3.2,6,3,107.8,11.8,34.5,90.8,415,532,30,1.5,16.3,7.1
91,546,159,14,9,5,119.2,12.2,224.7,135,140,412,62,5.8,21,7.72
320,1079,1200,2,7,1,104.9,4.7,9.7,76.4,19,63,132,33,9.7,7.85
238,458,1020,2.5,6,7,103.2,1.2,12.2,49.1,453,572,11,0.47,11.7,7.64
320,2423,690,11.4,9,5,95.3,23.3,648.8,82.5,36,367,77,26,11.6,7.57
180,406,627,3.4,9,6,105.2,3.3,325.5,74.9,733,874,32,1.7,10.2,7.73
4,2373,542,2.6,8,5,101.1,1.8,76.6,84.8,512,663,7,0.46,13.7,7.63
80,304,413,8.9,8,7,96,17.4,727,49.2,268,430,46,5.9,13.7,7.03
15,270,107,17.2,15,8,90.7,10.3,120.1,193,133,381,48,7.4,19.3,7.4
220,151,672,16.3,15,7,93.5,6.1,218.7,42.7,12,413,25,1.1,12.7,7.08
5,11909,956,1.2,5,4,94.2,1.3,209.8,67.7,230,332,13,2.4,13,7.42
10,2822,201,13.9,31,8,86.9,16.1,2419.2,95.2,547,1020,144,44,17.5,7.14
10,82,228,24.9,23,6,78.5,14.8,148.3,218,134,617,59,8.7,18.2,8.7
20,4716,605,13.3,14,8,100,11.9,307.6,76.6,50,398,66,9.9,13.6,7.51
250,9741,1047,0.6,3,3,100.7,1,3.1,56.4,1,71,5,0.54,12.9,7.78
198,896,695,2,6,3,103.2,1.6,33.6,84,11,128,7,0.47,16.1,7.8
15,8431,486,2.9,7,8,105.4,8.1,36.8,152,193,375,32,1.5,17.5,7.75
15,1114,257,6.7,24,8,97,6.3,1553.07,82.8,562,764,76,32,14.7,7.45
320,19,725,3.2,12,7,99.8,8.7,122.3,65,202,254,13,0.52,11.1,7.38
152,716,371,5.5,14,7,98.6,5.7,178.9,272,589,800,31,5.1,15.4,8.14
30,216,297,4.9,92,5,99.9,43.6,410.6,158,2231,2457,101,3.1,13.6,7.64
18,6567,423,9.8,9,4,97.1,6.3,2419.17,72.7,287,537,106,45,14.1,7.39
10,4846,333,7.4,67,7,96.4,10.2,325.5,156,747,1015,56,20,15,7.46
518,2689,864,3.3,2,8,99.5,5.2,90.7,100.3,99,176,13,5.6,12.9,7.97
70,3451,746,3.5,3,8,98.7,4.9,186,129.5,135,233,25,14,14.1,7.86
425,293,622,5.4,8,0,101.6,14.4,461.1,69.8,218,341,33,5.7,14.6,7.59
457,30.5,722,5.9,11,3,105.3,4.6,261.3,135,74,271,15,1.6,16.1,8.5
37,3916,333,7.1,13,8,97.4,6.4,178.9,156,776,954,37,12,14.6,7.53
55,1571,385,3.8,5,6,97.8,1.4,131.7,405,70,209,84,83,23.5,8.17
363,786,1005,1,4,1,101.7,12.9,209.8,85,60,97,16,0.73,10.7,7.49
53,1027,1009,0.8,1,3,99.4,1.2,1,77.1,39,85,7,5.9,8.6,7.67
131,2139,553,5.7,10,8,100.2,8.7,25.9,78.7,330,453,25,4.4,13.3,7.53
53,1027,1009,0.7,3,6,98.7,1.9,4.1,74.5,38,81,19,5,8.5,7.59
329,121,863,1,3,8,95.4,5.3,29.2,99.2,26,61,12,0.82,13.1,7.77
26,2438,342,2.2,12,8,134.4,0.9,13.2,177,330,490,7,0.74,17.8,9.32
2,2001,663,1.4,4,8,98.3,3.5,55.6,133,129,192,16,3.4,17,8.01
4,2373,542,4.3,4,7,104.5,1.3,160.7,70,269,430,5,0.6,14.7,7.69
320,1040,820,2,5,8,99.8,6,27.3,78,173,239,10,1.6,11.2,7.92
11,1376,607,3.1,1,5,98.7,10.6,119.8,84.2,64,120,24,9.7,14.5,7.72
15,2371,732,3.3,4,3,105.3,7.5,30.9,104.8,107,179,21,7.9,19.3,8.23
488,384,1108,1,3,0,98.9,1.5,0,61.7,3,43,5,1.1,10.9,7.8
376,166,1049,0.9,1,1,102.3,2,0,100.2,12,33,6,0.54,11.3,8.17
15,6309,736,3.7,14,5,101.2,1.5,17.1,68.2,75,254,9,3.2,14.2,7.66
349,3305,655,0.5,0,0,103.8,2.4,0,119.2,1,53,6,0.51,15.8,8.1
76,1750,613,2.9,5,0,107.9,1.5,5.2,119.1,102,171,4,1.4,15.4,8.25
