Altitude,Catchment area,Catchment height,Absorbance Coefficient,Ammonia,Cloud Cover,Dissolved Oxygen Saturation,Dissolved Reactive Phosphate,E Coli,Electrical Conductivity,Nitrate + Nitrite,Ring Temp,Total Nitrogen,Total Phosphate,Turbidity,Water Temp,pH
3,2818,482,2.8,15,5,94.3,27,22.6,89.7,512,-15.18189712,600,41,2.9,11.7,7
10,4846,333,9.4,58,5,99.5,21.1,228.2,160,658,14.77836256,1024,88,28,10.4,7.71
320,1079,1200,1.2,2,4,103.1,0.1,0,105.7,18,11.48912529,72,11,2.8,5,7.89
21,809,231,14.1,12,3,94.5,9.1,365.4,132,247,15.58460779,452,37,14,13.8,7.19
91,546,159,17.9,39,2,87.1,24,77.6,134,573,15.53061493,978,76,8.8,13.4,6.72
76,3076,854,0.9,1,2,100,1.8,95.9,70.1,121,14.5893797,146,23,16,9.9,7.74
238,458,1020,5,3,1,98.2,2,79.8,56.5,221,-12.72202814,342,10,3.8,6.5,7.7
180,406,627,3.1,4,1,100.3,3.5,123.6,76.8,673,12.72202814,877,11,1.4,6.5,7.64
4,2373,542,2.5,4,2,97.4,1.5,29.5,83,447,14.19859148,568,6,0.55,9,7.66
5,11909,956,1,5,2,92.8,2,25.9,68.6,237,-14.74211654,327,7,1.1,10.3,7.49
198,896,695,2.9,1,1,103,1.2,21.6,76.6,42,14.66731059,172,4,0.39,10.1,7.8
425,293,622,4.2,3,8,99,5.4,157.6,84.2,241,14.74211654,316,19,2.2,10.3,7.61
457,30.5,722,4.6,5,8,99,7.3,172.3,162,295,15.01099597,411,15,2.4,11.1,8.1
55,1571,385,4.5,12,7,97.9,6.4,133.3,527,320,15.15519713,473,90,62,11.6,8
488,384,1108,1.6,1,0,98.8,2.4,8.6,63.7,8,11.10315271,24,3,1.7,4.6,7.73
26,2438,342,4.8,11,8,104.8,10.5,21.1,248,1568,14.5082735,1744,21,1,9.7,8.42
2,2001,663,1.5,2,0,95.9,9.2,17.3,145,203,14.5082735,263,18,7.3,9.7,7.98
320,1040,820,2,1,0,98.4,9.1,12.2,78,240,-11.48912529,278,12,2.1,5,7.75
11,1376,607,2.6,0,0,98,11,21.8,83.3,92,13.62534403,127,20,8.2,7.9,7.74
329,121,863,1.6,1,8,98,5.9,9.7,99.2,64,-13.326665,81,9,3.5,7.4,7.78
376,166,1049,2.8,4,1,101.2,3.5,5.1,81.3,22,11.67218917,51,9,8.7,5.2,7.99
15,6309,736,17.2,10,0,101,6.2,344.8,50.2,87,-13.38842784,464,369,37,7.5,7.32
349,3305,655,0.6,2,6,98.6,0.9,2,117.7,0,-15.49967742,55,4,0.32,13.2,7.87
76,1750,613,14.3,7,0,100.1,7.2,101.7,78.4,282,-13.00192294,470,74,30,6.9,7.68
213,258,701,3.3,3,7,99.3,1.2,0,37.8,6,14.29125607,112,2,0.32,9.2,7.32
171,642,774,20.6,8,0,101,4.1,26.2,36.4,62,-14.66731059,209,22,5.8,10.1,7.12
205,509,528,5.3,5,8,99.2,23.9,104.6,68.5,214,14.54922678,317,47,6.2,9.8,7.62
185,1144,599,2.3,5,6,100.4,23.9,20.1,82.8,769,14.84856896,842,34,1.5,10.6,7.63
14,8098,665,15.2,15,4,100.7,9,1986.28,104.3,370,11.8490506,695,63,11,5.4,7.52
20,3827,485,22.3,15,0,100.5,5.9,108.1,39.4,169,13.95170241,383,57,15,8.5,6.94
5,2150,449,7.5,17,5,98.8,13,866.4,123,1746,-12.64911064,2021,49,8.3,6.4,7.33
183,1404,888,4.9,3,8,100.2,3.2,31.7,55.9,61,-12.86429166,123,13,2.8,6.7,7.6
15,5139,470,11.2,37,3,97.9,20.6,920.8,101.3,1087,11.67218917,1410,58,12,5.2,7.33
10,12429,383,7.1,28,1,89.3,29.6,1299.65,149,551,15.127789,747,59,7.8,11.5,7.33
655,521,1422,1.3,1,1,100.9,4.9,8.5,42.8,35,8.653323063,59,18,15,2.6,7.5
15,270,107,16.2,50,0,88,32.4,1203.31,187,499,14.97998665,1052,101,24,11,7.28
91,16548,902,1.6,2,2,99.6,1.2,13.4,73.1,44,-13.326665,117,6,1.7,7.4,7.75
30,122,237,17.6,4,0,99.5,6.2,285.1,106.9,47,-14.70510116,218,20,13,10.2,7.43
10,82,228,33.9,24,1,91.3,32.2,1732.87,208,305,14.84856896,1035,92,21,10.6,7.32
220,1139,694,5.1,4,4,99.4,2.8,78.9,61.7,654,-11.8490506,789,7,1.2,5.4,7.16
10,305,248,5.6,68,0,104.9,1.5,93.3,131,649,14.42393844,796,9,2,9.5,7.56
10,307,151,15.1,21,1,99.7,11.4,547.5,104.1,448,-15.2577849,766,42,11,12,7.21
259,787,787,3.7,7,7,101.2,7.6,95.9,49.5,247,-11.29955751,361,16,2.3,4.8,7.25
10,1127,202,5.9,69,2,89.3,44.3,1732.87,112,1306,-15.01099597,1518,101,7.7,11.1,7.18
305,4453,973,0.4,3,2,106.1,1,3.1,68.3,63,-14.81384488,93,2,0.48,10.5,8.25
3,3494,847,3.5,2,7,99.6,8.4,24,56.6,242,-12.72202814,317,36,30,6.5,7.44
9,20582,790,2.6,3,3,100,3.5,135.4,79.3,177,-13.79275172,311,18,3.1,8.2,7.69
305,4302,1043,0.5,9,3,100.4,1.5,2,68.6,26,-14.10248205,91,9,1.3,8.8,7.92
21,809,231,17.4,18,4,94.3,8.9,920.8,108.1,226,15.28168839,546,50,26,12.1,7.08
320,1079,1200,1.4,3,6,103.1,0.8,1,106.4,24,-9.881801457,97,38,3.6,3.5,7.91
91,546,159,24.6,97,4,91,32.4,517.2,118.3,718,15.30490118,1203,107,21,12.2,6.53
238,458,1020,5.7,17,5,98.8,3.3,129.6,50.3,446,10.57969754,644,14,3.6,4.1,7.31
180,406,627,6.7,8,4,96.3,11.1,103.9,116.1,2657,10.79490621,2951,30,6.3,4.3,7.46
4,2373,542,4.9,3,4,96.2,5.2,47.1,107.8,1507,11.93524193,1729,9,0.77,5.5,6.88
320,2423,690,12.2,5,2,97.2,24.3,71.7,120,90,7.84410607,390,44,3.4,2.1,7.58
80,304,413,6.2,4,8,97.6,10.5,141.4,51.6,425,-14.19859148,549,23,4.1,9,7.11
220,151,672,10.3,3,6,98.2,3.4,42.6,37.9,2,7.668115807,241,9,0.59,2,7.15
320,414,455,0.6,2,8,100.7,2.5,7.4,509,2,15.39090641,72,6,0.54,12.6,8.05
5,11909,956,1.3,4,4,101.9,1,29.2,64.7,171,13.13506757,285,6,3.2,7.1,7.39
20,4716,605,11.7,4,1,98.2,17.2,52,97.3,85,9.230384609,380,34,3.2,3,7.55
250,9741,1047,0.6,1,4,98,0.8,2,57.7,11,12.79374847,88,2,0.79,6.6,7.63
198,896,695,6,11,4,102.3,3.2,28.5,96.4,647,-11.00227249,891,7,0.69,4.5,7.43
10,2822,201,10.4,21,2,92,20.7,816.4,118.9,1170,-14.54922678,1436,61,15,9.8,7.21
6,914,374,4.7,48,5,90.2,54.5,190.4,297,423,-15.59647396,612,81,3.3,13.9,7.3
3,2818,482,3,15,4,96.1,30.2,143.9,87.8,552,14.74211654,638,43,4.3,10.3,7.01
15,8431,486,4,12,2,96.1,23.4,198.9,157,390,15.39090641,492,34,1.6,12.6,7.44
425,293,622,4.4,10,8,99.2,10.2,238.2,69.7,337,-13.38842784,453,25,5,7.5,7.5
457,30.5,722,6.6,9,8,100,24.8,2419.2,110.8,313,-13.13506757,882,188,49,7.1,7.82
55,1571,385,10,46,8,95.4,16.3,4611,404,277,14.00285685,1421,1424,925,8.6,8.04
53,1027,1009,0.5,4,0,97.8,1,5.2,87.1,49,10.57969754,71,2,0.54,4.1,7.62
15,1114,257,8.4,23,0,100,5.8,1553.07,83.1,417,-13.26386068,731,146,65,7.3,7.39
320,19,725,3.6,15,0,99.8,5.8,48.7,70.2,235,11.93524193,262,9,1.8,5.5,7.4
30,216,297,6.3,147,0,102.8,48.7,307.6,165,2043,13.56760849,2362,106,4.1,7.8,7.62
18,6567,423,11.1,12,6,96.6,8.1,1732.87,79.2,519,13.50888597,837,108,53,7.7,7.37
363,786,1005,0.9,0,6,101.3,15.3,15.8,92.1,69,-12.10330533,77,19,0.62,5.7,7.41
10,605,339,8.2,3,2,98.5,5.5,82.3,94.1,317,13.00192294,396,8,0.96,6.9,7.14
244,2387,1034,1.9,1,8,98.8,3.8,18.5,67.7,135,11.10315271,189,42,23,4.6,7.62
518,2689,864,6.5,6,7,102.8,10.7,141.4,132,347,-11.48912529,525,46,17,5,7.86
70,3451,746,8.8,14,6,98.6,13.2,365.4,150,459,-12.49959999,730,96,36,6.2,7.77
200,87,576,4.5,2,8,100.3,4.9,0,62.8,58,12.72202814,109,6,0.41,6.5,7.39
442,1060,976,2.8,4,8,106.8,3,18.7,73.9,67,-12.42296261,167,18,12,6.1,7.66
131,2139,553,4.9,6,8,100.2,10.2,75.4,79.1,552,12.49959999,641,27,6.1,6.2,7.46
152,716,371,11,27,2,96.3,22.5,866.4,197,992,12.86429166,1354,109,44,6.7,7.83
17,2368,322,10.6,34,4,98.5,26.9,866.4,169,909,-12.64911064,1251,81,32,6.4,7.5
60,2525,648,4.3,3,8,97.2,4.8,73.8,84.5,308,12.34503949,383,30,16,6,7.65
37,3916,333,9.2,33,7,98.3,18,770.1,154,1137,13.50888597,1483,121,52,7.7,7.49
85,640,351,8.2,17,6,98.8,16,344.8,141,1096,-13.38842784,1309,36,12,7.5,7.42
76,3076,854,2.8,2,8,100.8,4.2,50.7,66.7,140,-12.01998336,215,55,35,5.6,7.61
10,4846,333,11.4,30,8,99.1,20.9,459,151,1155,-13.56760849,1542,187,57,7.8,7.49
268,78,829,3.2,1,7,100.2,3,1,53.1,82,12.93367697,115,4,0.82,6.8,7.35
213,258,701,3.5,2,8,98.6,0.4,1,37.3,13,13.95170241,73,2,0.35,8.5,7.27
14,8098,665,9.9,5,6,100.8,3.7,365.4,86.9,291,-12.01998336,470,30,6.4,5.6,7.54
5,2150,449,3.9,10,7,100.1,5.7,137.4,122,1809,-11.93524193,2000,19,2.4,5.5,7.39
15,5139,470,8,33,8,99.8,15,517.2,93.8,1023,10.46900186,1373,61,14,4,7.38
11,1376,607,4.3,6,5,98.3,15.1,21.6,85,197,14.46651306,212,37,17,9.6,7.63
220,1139,694,4.2,2,8,97.8,1.9,50.4,64.1,834,-10.35615759,994,7,0.95,3.9,7.07
259,787,787,3.8,4,0,98.2,4.9,43.2,51.3,313,10.57969754,407,15,2.1,4.1,7.17
9,20582,790,3.2,2,3,100.7,1.5,40.8,75.7,176,-12.64911064,265,9,1.6,6.4,7.73
320,2423,690,9,5,0,97.2,5.1,52.1,101.3,153,-3.930648805,577,28,4.5,0.5,7.52
220,151,672,10.9,3,0,99.4,2.9,49.5,39,8,0.0001772,172,10,1.1,0,7.26
20,4716,605,9.8,3,0,98.6,6.2,65.7,92.3,146,7.84410607,496,30,6,2.1,7.56
15,6309,736,9,1,8,99.5,1.3,25.9,73.1,107,13.62534403,178,5,1.2,7.9,7.56
349,3305,655,0.5,0,6,99.8,0.9,0,119.6,1,-15.127789,65,4,0.5,11.5,7.75
488,384,1108,1.2,3,1,98.8,3.6,6.2,59.6,14,11.93524193,89,6,1.7,5.5,7.66
171,642,774,12.4,2,7,100.5,1.7,12.1,41,59,-13.326665,126,5,0.55,7.4,7.25
2,2001,663,1.9,8,1,98.8,15.5,65.7,124.4,325,14.00285685,551,111,69,8.6,7.82
205,509,528,2.6,3,6,100,23.7,34.5,69.6,217,14.42393844,290,39,5.4,9.5,7.58
20,3827,485,10.5,3,7,100,2,45.7,52.7,160,-13.89964028,252,13,1.9,8.4,7.21
185,1144,599,1.6,4,6,100.5,22.8,12.1,83.6,867,-14.84856896,949,35,2,10.6,7.57
238,458,1020,5.1,17,8,102.2,2.7,56.3,52.1,487,-9.757048736,659,15,0.84,3.4,7.79
10,605,339,19.7,6,8,99.6,8.4,218.7,68.9,200,14.62873884,378,43,18,10,7.18
180,406,627,7.3,10,8,98.8,12.1,65,126,3358,-10.46900186,3675,29,4.9,4,7.68
329,121,863,1.1,2,6,98.2,8.1,29.2,79.4,173,-13.62534403,227,72,45,7.9,7.73
376,166,1049,1.4,1,8,100.9,3.3,0,115.5,40,12.18523697,85,3,0.45,5.8,8.12
4,2373,542,5.8,3,7,100.2,6.5,83.3,116.7,2157,13.44916354,2469,17,2.8,7.6,7.68
200,87,576,25.2,5,8,101.8,4.4,2,40.3,26,13.84666025,191,11,2.3,8.3,7.24
91,16548,902,1.1,1,8,101.1,0.8,8.6,68.1,43,-13.38842784,161,4,1,7.5,7.74
10,12429,383,4.3,12,6,95.9,24.1,46.4,151,494,14.94824405,644,47,3,10.9,7.52
30,122,237,4.2,2,7,101.1,4.8,13.5,121,9,-14.88254011,60,9,1.2,10.7,7.72
17,2368,322,7.3,29,6,97.2,15.9,148.3,107.5,798,-14.1509717,1017,86,22,8.9,7.48
10,307,151,6.1,3,7,105.1,2.8,410.6,115.7,459,-14.97998665,597,14,4,11,7.67
76,1750,613,2.8,3,8,101.2,3.5,68.3,103.8,163,-13.38842784,262,12,1.6,7.5,7.92
10,305,248,2.8,169,8,103.6,1.5,27.5,171,666,15.127789,929,4,1.6,11.5,7.7
320,414,455,0.6,1,7,100,5.9,1,515,1,15.15519713,73,11,0.65,11.6,7.86
5,11909,956,1.5,2,8,98.6,0.7,31.7,66,141,12.42296261,259,17,4.2,6.1,7.62
85,640,351,8,12,7,98.7,10,131.3,90.6,848,-14.19859148,1051,61,39,9,7.41
10,1127,202,3.7,41,7,92.9,48.4,142.1,112.5,1207,-15.37042615,1367,93,5.9,12.5,7.32
250,9741,1047,0.8,6,8,104.7,1.8,0,59.1,8,12.01998336,101,8,1.4,5.6,7.92
305,4453,973,0.9,2,8,103.5,0.6,6.3,63.9,39,-14.42393844,79,3,1,9.5,7.98
6,914,374,5,72,7,82,71.1,17.1,347,430,15.64608577,740,113,3.6,14.4,7.34
268,78,829,5.6,3,8,100.2,3.1,4.1,33.5,36,13.50888597,115,11,5.1,7.7,7.27
198,896,695,5.4,3,7,106.8,1.3,13.5,87.7,489,12.01998336,698,7,0.95,5.6,7.95
3,2818,482,2.8,12,8,95,28.4,30.9,84.6,555,14.77836256,616,43,7.8,10.4,7.05
305,4302,1043,0.6,12,8,101.7,1.4,24.9,70.7,28,-13.50888597,117,7,1.4,7.7,7.87
21,809,231,7.4,14,8,98.1,5.1,108.6,135,67,15.20789269,216,23,5.9,11.8,7.43
320,1079,1200,1.7,3,8,102.2,0.7,16.1,99.8,19,11.67218917,113,135,20,5.2,7.89
91,546,159,12.4,23,7,93.8,13.2,75.9,128,443,15.07083276,704,52,7.4,11.3,7.06
183,1404,888,15.4,5,8,100.5,5.6,248.1,60.6,64,12.93367697,280,35,11,6.8,7.69
655,521,1422,3.3,1,5,101.8,4.9,21.8,42.4,27,10.46900186,82,15,8.7,4,7.71
15,270,107,9.2,19,8,91.6,19,46.4,193,441,14.84856896,690,52,9.8,10.6,7.53
320,1040,820,3,3,1,96,10.7,275.5,66.2,221,-13.73790377,364,55,21,8.1,7.79
80,304,413,15.2,29,6,97.7,20.2,98.7,39.8,339,-14.5893797,1639,557,180,9.9,6.92
10,82,228,17.4,17,8,90.4,16.3,365.4,225,291,-14.81384488,689,51,7.9,10.5,7.43
15,2371,732,2.6,6,6,99.4,14.1,34.1,109.7,233,-14.46651306,358,121,87,9.6,7.49
10,2822,201,10.6,90,4,88.5,26.8,83.6,104.5,1008,-15.15519713,2116,328,94,11.6,7.19
3,3494,847,1,2,0,104.7,3.6,3.1,68.5,284,14.33631752,343,5,0.45,9.3,7.75
15,8431,486,3.1,7,5,100,26.6,388,150,399,14.97998665,548,50,4.9,11,7.57
15,1114,257,6.3,8,4,102,5.2,68.3,90.1,483,-14.10248205,604,21,5.5,8.8,7.59
320,19,725,2.7,12,4,100.6,6.9,920.8,72.6,220,-13.00192294,296,12,1,6.9,7.46
30,216,297,4.4,33,4,103.2,32.6,93.3,184,2571,-14.42393844,2829,71,2.5,9.5,7.69
18,6567,423,6.7,11,5,97,7.3,104.6,90.1,551,14.05311354,808,58,17,8.7,7.43
363,786,1005,0.9,2,8,100.2,14.9,5.2,89.3,71,13.0690474,97,22,1,7,7.45
53,1027,1009,0.7,3,8,100,1.1,3.1,87.3,46,12.72202814,65,2,0.5,6.5,7.69
244,2387,1034,2.1,0,8,100.6,3.5,72.3,69.4,111,12.34503949,149,31,15,6,7.71
518,2689,864,3.9,5,8,100.5,6.7,73.3,110.5,259,12.72202814,467,53,20,6.5,7.89
70,3451,746,5.9,8,8,94.6,10.5,105,130,319,-13.326665,497,165,65,7.4,7.79
425,293,622,5.2,7,8,100.6,12,129.1,66.9,427,-13.73790377,562,65,25,8.1,7.39
131,2139,553,4.6,11,8,99.7,9.2,115.3,85.9,558,13.56760849,704,29,4.8,7.8,7.5
442,1060,976,2.2,2,8,102.1,2.5,14.6,68.7,36,-12.64911064,121,13,5.4,6.4,7.75
152,716,371,7.6,19,8,98.1,17.8,238.2,232,1299,-14.10248205,1620,84,42,8.8,7.84
37,3916,333,7.1,31,8,97.4,17,178.5,181,1372,-14.38054241,1667,80,46,9.4,7.52
60,2525,648,2.1,2,8,102.4,2.7,104.6,89.9,334,13.0690474,384,12,4.7,7,7.74
457,30.5,722,4.4,6,8,100.5,10.5,93.3,105.8,636,-14.29125607,837,30,6,9.2,7.86
10,4846,333,8.3,67,8,90.1,19.9,120.1,183,1341,14.5082735,1756,120,60,9.7,7.47
76,3076,854,1.4,2,8,101.2,3.8,116.9,68.8,152,12.72202814,207,54,30,6.5,7.64
55,1571,385,5,17,8,94.4,12.3,228.2,411,601,14.42393844,910,300,542,9.5,8
442,1060,976,1.8,1,4,102.3,1.4,2,71.5,19,12.18523697,76,4,1,5.8,7.86
320,1040,820,5,3,8,99.7,12.9,63.7,58.6,181,-14.05311354,344,125,38,8.7,7.67
15,6309,736,5,2,8,99.4,2.8,10.8,77.1,110,-13.89964028,184,4,0.65,8.4,7.71
15,2371,732,5.4,9,8,102.3,25.5,344.8,98.7,184,14.5893797,500,324,274,9.9,8.34
213,258,701,2.9,1,7,96.5,1.3,1,38.9,23,13.79275172,69,3,0.42,8.2,7.22
171,642,774,7,3,8,95.3,2.8,5.2,55.7,58,13.6821051,148,3,0.3,8,7.56
20,3827,485,7.2,4,8,99.9,3.8,12.1,59,200,-14.10248205,252,7,0.7,8.8,7.39
14,8098,665,7.1,3,7,100.4,3,307.6,96.3,294,12.86429166,416,14,3.7,6.7,8.03
5,2150,449,3.2,7,3,101.5,6.6,32.7,118.2,1468,12.79374847,1589,12,1.4,6.6,7.61
244,2387,1034,1.6,1,3,101.1,2.3,7.4,71.6,92,-11.76137747,142,8,6.2,5.3,7.75
15,5139,470,3.8,13,1,97.3,9.9,101.2,102.4,1196,-11.29955751,1339,22,2.3,4.8,7.38
329,121,863,3.8,1,8,97.9,5.1,25.9,77.7,169,-13.38842784,210,65,37,7.5,7.76
376,166,1049,1.2,0,0,100.4,2,1,98.6,13,-10.46900186,58,2,0.4,4,8.03
10,12429,383,13.7,57,2,84.4,37.2,2419.2,137,1022,-15.3274264,1500,130,23,12.3,7.06
220,1139,694,2.7,2,0,98.4,1.8,55.6,65.7,757,10.79490621,844,3,0.62,4.3,7.16
11,1376,607,3.2,4,3,103.2,17.3,165.8,63.5,125,-14.77836256,239,302,375,10.4,7.7
259,787,787,1.5,3,0,99.3,5.2,43.5,58.2,338,12.34503949,388,9,0.93,6,7.32
76,1750,613,4.3,2,0,104.3,3,13.2,106,377,12.86429166,447,6,0.7,6.7,7.96
10,305,248,4.1,13,4,101.3,3.8,235.9,81.2,861,-15.09966887,972,19,3,11.4,7.14
60,2525,648,1.8,2,7,102.1,2.9,31.8,96.7,352,13.00192294,455,5,1.2,6.9,7.86
26,2438,342,14.2,36,7,97,54.1,2419.2,226,1290,14.74211654,1902,207,77,10.3,8.14
10,1127,202,12.2,46,4,82.4,30.2,2419.17,83.8,1042,15.37042615,1471,115,12,12.5,6.89
9,20582,790,1.9,4,0,99.5,2.4,65,73.4,87,-13.13506757,134,7,1,7.1,7.79
76,3076,854,1.4,1,4,103.3,2.1,15.8,72.8,127,13.50888597,154,20,12,7.7,7.73
183,1404,888,2.6,2,8,99.9,1.1,7.4,66.5,49,12.18523697,90,4,0.4,5.8,7.69
320,2423,690,9.8,5,0,99,6.5,21.6,101.7,76,6.01996678,318,23,3.2,1.2,7.5
655,521,1422,0.6,1,3,99.9,2.6,1,48.8,11,-8.342661448,27,3,0.45,2.4,7.65
220,151,672,9.2,3,0,97.9,2.5,7.4,43.5,2,-3.054504875,145,8,0.57,0.3,7.1
80,304,413,5.8,7,7,97.3,9.1,128.1,47.8,501,14.05311354,713,59,17,8.7,7
10,2822,201,11.2,54,5,84.5,23.6,980.4,102.5,1244,15.15519713,1641,87,22,11.6,6.97
20,4716,605,13.3,4,0,101.3,6.2,44.3,92.2,201,-9.091204542,502,27,3.4,2.9,7.46
15,8431,486,5,20,6,99.8,25.7,816.4,152,462,15.18189712,665,53,4.3,11.7,7.44
3,3494,847,1.4,1,7,106.7,1.9,2,67.2,177,-13.326665,227,6,0.9,7.4,7.9
53,1027,1009,0.3,0,0,98.6,0,0,96.9,35,10.46900186,45,1,0.78,4,7.82
349,3305,655,0.8,0,2,99.2,1,0,117.4,1,-15.04127654,53,4,0.36,11.2,7.52
205,509,528,2.8,1,5,100.1,24.4,27.8,66,246,-14.00285685,375,52,9.4,8.6,7.55
185,1144,599,2.2,3,6,101.1,19.5,9.7,78.5,855,-14.5893797,928,31,3,9.9,7.59
10,605,339,12.1,3,0,97.5,7.7,48,89,291,-12.79374847,382,13,2,6.6,7.18
15,270,107,11.2,25,1,91.4,17.7,101.9,186,459,-14.54922678,748,62,10,9.8,7.42
91,16548,902,2.6,0,0,97.8,2,24,73,81,12.64911064,167,8,1.3,6.4,7.7
30,122,237,6.1,1,1,97.6,7.3,38.8,116.6,46,14.24535012,98,10,1.6,9.1,7.63
200,87,576,9.7,1,0,99.9,4.6,5.2,57.6,40,-11.67218917,82,8,0.52,5.2,7.48
10,82,228,22.9,15,1,92.2,15.2,228.2,214,306,14.29125607,759,49,9.9,9.2,7.44
320,414,455,1,0,3,101.1,4.9,0,512,1,-15.07083276,61,11,0.5,11.3,7.99
10,307,151,8.7,11,4,101.4,6.3,816.4,108.8,538,-14.94824405,694,26,5.4,10.9,7.51
305,4453,973,0.4,1,1,113.5,0.6,0,64.1,38,14.24535012,95,3,0.26,9.1,8.72
17,2368,322,11.9,41,2,96.4,20.7,816.4,185,970,-13.79275172,1458,152,74,8.2,7.74
6,914,374,4.9,57,5,88.5,56.1,51.2,318,442,15.49967742,677,92,3.4,13.2,7.35
85,640,351,8.9,22,1,98.5,14.9,307.6,169,1381,-14.38054241,1666,69,30,9.4,7.56
305,4302,1043,0.6,22,1,101.5,2,4.1,70.6,27,-13.326665,75,9,1.5,7.4,7.91
3,2818,482,3.7,14,4,99.2,23.9,45.7,77.5,505,-14.84856896,626,51,14,10.6,7.1
268,78,829,5,1,1,99.5,3.8,2,53,73,12.64911064,105,6,0.45,6.4,7.52
21,809,231,9.9,17,7,95.7,7.1,120.1,130,209,14.97998665,348,29,8.3,11,7.31
320,1079,1200,0.7,1,3,102.4,0.1,1,116,11,9.091204542,70,4,3.8,2.9,7.86
91,546,159,14.2,58,7,89.4,25.3,44.1,115.4,532,-15.09966887,826,66,10,11.4,6.84
238,458,1020,4.5,1,0,102.8,1.4,14.5,54,676,9.230384609,833,7,1.4,3,7.69
180,406,627,4.1,2,0,99.5,2.2,20.1,125,3507,10.24109369,3682,9,2.7,3.8,7.66
4,2373,542,3.3,2,0,100.8,2.1,17.5,114.5,1938,11.76137747,2110,6,0.55,5.3,7.67
5,11909,956,0.7,2,3,99.8,0.9,43.5,63.8,129,11.58145069,195,10,3.9,5.1,7.66
250,9741,1047,0.7,1,6,101,0.2,0,57.7,4,12.01998336,50,2,1.8,5.6,7.83
198,896,695,3.3,7,6,106,1,2,89.2,143,-12.72202814,340,3,2.6,6.5,8.33
15,1114,257,11.7,19,6,99.6,9,1723,80.6,310,-14.33631752,728,237,136,9.3,7.49
320,19,725,3.2,19,2,97.5,9.4,365.4,65.4,144,11.29955751,216,15,1.1,4.8,7.41
425,293,622,3.9,9,4,99.8,9.8,37.7,79.6,328,14.19859148,411,23,2.3,9,7.67
30,216,297,5,58,6,101.6,29.7,488.4,205,2866,-14.54922678,3165,64,2.4,9.8,7.77
457,30.5,722,3.8,3,2,100,7,28.8,153,363,13.56760849,498,14,1.3,7.8,8.29
18,6567,423,14.1,16,4,98.2,29.7,1935,86.2,309,14.05311354,806,208,97,8.7,7.49
55,1571,385,3.8,8,4,98.2,6.4,51.2,496,388,15.01099597,552,72,73,11.1,8.05
363,786,1005,1,0,0,101.8,15.5,15.8,89.5,73,12.01998336,115,18,0.52,5.6,7.45
518,2689,864,6.4,8,6,100.8,9,345,138,272,-10.89954128,475,43,13,4.4,7.92
70,3451,746,7.3,10,0,98.4,11.1,591,161,299,12.26580613,684,118,41,5.9,7.88
131,2139,553,6.8,10,0,103,8.8,166.4,81.5,466,13.26386068,645,32,6.1,7.3,7.47
152,716,371,6.1,15,2,99.3,13.3,86,248,1144,-12.93367697,1351,39,8.8,6.8,7.94
37,3916,333,9.4,22,4,98.8,13.3,359,162,897,13.6821051,1225,71,30,8,7.55
10,4846,333,9.8,74,1,98,20.5,723,158,863,13.89964028,1325,111,37,8.4,7.54
11,1376,607,1.3,2,8,101.7,15.3,3.1,94.3,66,-15.2577849,91,18,2.6,12,7.8
376,166,1049,0.8,0,7,101.8,2,0,104.6,15,-12.93367697,22,2,0.2,6.8,8.04
15,6309,736,3.9,0,5,101.2,0.9,11,71,73,-14.38054241,109,4,0.42,9.4,7.68
488,384,1108,1.5,1,1,98.6,2.4,0,70.1,4,13.56760849,94,3,0.34,7.8,8.12
76,1750,613,2.5,1,4,111,0.4,6.3,126,208,-14.24535012,266,3,0.33,9.1,8.24
349,3305,655,0.7,0,2,101.2,1.6,0,118.8,1,15.2577849,52,4,0.24,12,7.61
213,258,701,2.9,0,8,100.3,0.7,0,38.2,20,14.88254011,103,7,0.19,10.7,7.24
171,642,774,4.6,3,4,102.3,1.5,2,56.2,70,-14.77836256,133,4,0.31,10.4,7.54
2,2001,663,2,2,0,119.8,5.9,21.6,165,186,15.55892027,242,14,5,13.6,8.67
205,509,528,3,0,6,102.6,21.2,15.8,78.8,174,-14.84856896,269,28,0.92,10.6,7.75
20,3827,485,6.3,2,5,96.3,2,9.6,56.8,151,14.84856896,205,6,0.54,10.6,7.47
185,1144,599,2.3,3,4,102.4,22.9,23.1,87.2,968,15.127789,1065,33,1.3,11.5,7.58
14,8098,665,5.1,2,8,101.6,1.7,34.5,81,228,14.5082735,326,7,1.1,9.7,7.98
5,2150,449,3.4,4,8,97.5,6.5,35,101.4,1075,-12.01998336,1191,12,1.3,5.6,7.5
183,1404,888,1.9,1,8,100.3,0.3,13.5,61.6,13,13.95170241,69,5,0.29,8.5,7.65
15,5139,470,14.3,35,8,97.2,16.2,2419.2,84.9,759,9.881801457,1399,184,39,3.5,7.19
10,605,339,5.2,1,2,101.8,5.9,25.6,98.6,314,-14.38054241,401,9,0.92,9.4,7.35
329,121,863,1.7,1,8,100.6,3.6,2,90.4,45,-13.44916354,75,7,1.7,7.6,7.74
655,521,1422,0.6,1,1,102.1,3.2,1,46.3,12,11.76137747,27,6,0.27,5.3,7.6
91,16548,902,1.7,0,5,101.2,1.1,3.1,73.5,42,14.24535012,79,6,1.8,9.1,7.72
30,122,237,20.5,3,6,98.7,6.5,115.3,106.4,24,-15.39090641,179,18,6.4,12.6,7.56
